City,id,Country,Lat,Lng,Date,Cloudiness,Humidity,Max Temp,Wind Speed
maniwaki,6065262,CA,46.383411,-75.966049,1607817600,100,95,32.52,10.76
beyneu,610298,KZ,45.316669,55.200001,1607817600,0,96,19.67,13.09
constitucion,3442939,UY,-31.08333,-57.833328,1607817600,93,88,73.53,20.56
xining,1788852,CN,36.616669,101.76667,1607817600,99,88,10.26,3.53
isiolo,196231,KE,0.35462,37.58218,1607817600,11,79,64.6,3.11
itoman,1861280,JP,26.12472,127.669441,1607817600,39,71,68.72,4.59
sangar,2017215,RU,63.924171,127.473892,1607817600,55,78,-46.79,1.54
tres arroyos,3833859,AR,-38.37394000000001,-60.27978100000001,1607817600,99,54,64.85,3.4
jimma,333772,ET,7.66667,36.833328,1607817600,2,59,58.3,2.01
wokha,1252840,IN,26.1,94.26667,1607817600,71,100,42.64,2.86
beringovskiy,2126710,RU,63.049999,179.316666,1607817600,100,93,21.34,22.79
ocland,672031,RO,46.166672,25.41667,1607817600,100,88,39.76,4.7
hami,1529484,CN,42.799999,93.449997,1607817600,0,71,11.46,2.95
ust-tsilma,477940,RU,65.44104,52.14978,1607817600,100,95,14.36,3.94
coquimbo,3893629,CL,-29.953329,-71.343613,1607817600,0,72,61.3,2.46
muravlenko,1540711,RU,63.789768,74.52301,1607817600,89,95,6.06,14.0
musiri,1262380,IN,10.93333,78.449997,1607817600,22,90,71.02,3.31
komsomolskiy,1513491,UZ,40.427219,71.718887,1607817600,62,88,32.23,1.25
polunochnoye,1494482,RU,60.86972,60.41527900000001,1607817600,74,93,13.12,4.21
krasnoturansk,1502063,RU,54.318611,91.563889,1607817600,100,87,9.25,3.8
puri,1259184,IN,19.799999,85.849998,1607817600,0,81,73.33,5.75
linfen,1803567,CN,36.08889,111.51888999999998,1607817600,30,58,27.91,8.05
talnakh,1490256,RU,69.48650400000001,88.39720200000002,1607817600,100,87,-5.6,17.83
qandala,53157,SO,11.47197,49.872822,1607817600,21,51,74.21,3.31
vila velha,3445026,BR,-20.32972,-40.2925,1607817600,17,79,77.52,14.03
cruzeiro do sul,3465080,BR,-29.512779,-51.985279,1607817600,0,66,81.16,2.26
tuatapere,2180815,NZ,-46.133331,167.683334,1607817600,81,66,54.97,11.56
kitimat,5993072,CA,54.052441,-128.653427,1607817600,100,92,30.94,4.81
mujiayingzi,2035707,CN,42.116669,118.783333,1607817600,3,80,-4.04,8.66
honolulu,5856195,US,21.30694,-157.858337,1607817600,20,61,79.36,21.72
moundou,2427455,TD,8.56667,16.08333,1607817600,66,23,78.28,2.01
maldonado,3441894,UY,-34.900002,-54.950001,1607817600,47,42,78.73,15.84
canavieiras,3467577,BR,-15.675,-38.94722,1607817600,0,79,75.02,5.5
atar,2381334,MR,20.516859,-13.04986,1607817600,25,23,63.7,6.78
langsa,1214724,ID,4.4683,97.9683,1607817600,100,93,74.84,2.39
martapura,1636022,ID,-3.41667,114.849998,1607817600,95,94,76.24,2.26
comodoro rivadavia,3860443,AR,-45.866669,-67.5,1607817600,84,29,66.02,15.88
carutapera,3402648,BR,-1.195,-46.02,1607817600,90,79,79.74,7.81
suoyarvi,486186,RU,62.083328,32.349998,1607817600,76,98,23.38,5.97
chimbote,3698304,PE,-9.08528,-78.578331,1607817600,26,77,69.51,8.43
swift current,6160603,CA,50.283371,-107.801353,1607817600,94,91,20.26,11.88
drayton valley,5942547,CA,53.21682,-114.985443,1607817600,56,86,11.89,8.9
onomichi,1853992,JP,34.416672,133.199997,1607817600,75,76,47.71,6.71
vao,2137773,NC,-22.66667,167.483337,1607817600,100,86,78.28,23.91
los llanos de aridane,2514651,ES,28.65851,-17.918209,1607817600,37,78,62.91,8.19
quang ngai,1568770,VN,15.11667,108.800003,1607817600,38,89,73.85,3.96
tabou,2281120,CI,4.42295,-7.3528,1607817600,100,86,79.02,7.56
samarai,2132606,PG,-10.61667,150.666672,1607817600,17,74,83.8,7.65
lebedinyy,2020871,RU,58.51667,125.51667,1607817600,100,84,-34.64,1.39
vila,7117100,PT,42.030399,-8.1588,1607817600,95,97,48.49,5.14
ambunti,2100933,PG,-4.23653,142.844849,1607817600,100,90,81.25,2.17
mangochi,927246,MW,-14.47815,35.264481,1607817600,86,80,73.94,0.89
savalou,2391895,BJ,7.92807,1.97558,1607817600,20,67,82.27,5.82
kutum,371745,SD,14.2,24.66667,1607817600,1,29,62.19,5.44
cap malheureux,934649,MU,-19.984171,57.61417,1607817600,10,75,76.44,20.36
yeghegnavan,174709,AM,39.83799000000001,44.625309,1607817600,98,73,36.66,1.1
nhulunbuy,2064735,AU,-12.23333,136.766663,1607817600,69,73,86.85,6.29
paratinga,3455029,BR,-12.69056,-43.18417,1607817600,0,52,77.29,6.96
bonthe,2409914,SL,7.526389999999999,-12.505,1607817600,32,88,79.74,7.16
cam ranh,1586350,VN,11.92144,109.159126,1607817600,57,82,76.32,6.64
lahaina,5849996,US,20.87833,-156.682495,1607817600,21,60,78.15,9.8
livenka,534717,RU,50.4491,38.295898,1607817600,100,96,28.85,14.63
buin,3897774,CL,-33.73333,-70.75,1607817600,13,34,73.58,4.0
pangoa,3933104,PE,-12.11667,-73.0,1607817600,81,85,74.48,1.14
san policarpo,1688696,PH,12.1791,125.507202,1607817600,67,81,82.8,6.91
kibungo,202068,RW,-2.1597,30.5427,1607817600,28,85,62.33,1.68
belonia,1276502,IN,23.252781,91.451393,1607817600,3,82,60.75,2.73
dabat,340358,ET,12.98417,37.764999,1607817600,3,46,51.66,3.8
gazojak,1514792,TM,41.187462,61.403599,1607817600,86,84,25.92,6.24
severomorsk,496278,RU,69.068893,33.416222,1607817600,58,90,18.81,10.36
huarmey,3939168,PE,-10.06806,-78.152222,1607817600,50,76,70.27,8.1
srikakulam,1255647,IN,18.299999,83.900002,1607817600,5,83,67.78,5.26
horadiz,148003,AZ,39.448769,47.335312,1607817600,85,85,39.79,2.21
kabo,2386042,CF,7.69937,18.62903,1607817600,39,27,77.32,1.41
gimli,5961417,CA,50.63362100000001,-96.990662,1607817600,42,91,15.57,4.0
viedma,3832899,AR,-40.81345,-62.996681,1607817600,100,43,64.8,11.21
lensk,2020838,RU,60.725281,114.92778,1607817600,99,81,-28.62,5.64
labuhan,8079926,ID,-6.8844,112.205101,1607817600,100,82,78.1,10.42
uvalde,4738721,US,29.209681,-99.786171,1607817600,1,50,65.25,8.7
hualmay,3939761,PE,-11.09639,-77.613892,1607817600,10,77,69.89,8.1
bonavista,5905393,CA,48.649891,-53.114738,1607817600,100,90,33.08,12.44
urengoy,1488414,RU,65.966667,78.36666899999999,1607817600,97,96,11.35,8.72
port-gentil,2396518,GA,-0.71933,8.78151,1607817600,69,86,79.99,11.14
novoagansk,1497210,RU,61.944901,76.662498,1607817600,95,94,4.23,7.36
pangody,1495626,RU,65.850021,74.48593100000002,1607817600,95,95,9.91,9.84
mahendranagar,1283095,NP,28.91667,80.33332800000002,1607817600,0,52,57.76,5.55
diego de almagro,3892454,CL,-26.366671000000004,-70.050003,1607817600,0,29,71.15,3.0
ginir,336454,ET,7.13333,40.700001,1607817600,31,57,57.04,2.77
kailua,5847486,US,21.40222,-157.739441,1607817600,21,66,78.75,20.02
nabire,1634614,ID,-3.36667,135.483337,1607817600,95,78,85.42,1.36
ostrovnoy,556268,RU,68.053062,39.513062,1607817600,58,96,28.04,16.78
puerto baquerizo moreno,3652758,EC,-0.9,-89.599998,1607817600,87,86,74.77,12.12
ouadda,236901,CF,8.07771,22.400749,1607817600,65,31,72.82,2.06
starotimoshkino,488608,RU,53.71908199999999,47.53115800000001,1607817600,39,94,7.81,5.35
kovdor,543508,RU,67.566162,30.47576,1607817600,98,98,19.45,4.34
monkey bay,926308,MW,-14.0728,34.920052,1607817600,73,72,78.17,4.5
eyemouth,2649784,GB,55.8713,-2.0901,1607817600,80,92,43.79,4.25
narsaq,3421719,GL,60.916672,-46.049999,1607817600,100,87,28.11,3.51
nizhniy kuranakh,2019135,RU,58.83528100000001,125.486938,1607817600,100,81,-32.42,1.43
tocopilla,3869716,CL,-22.09198,-70.19792199999999,1607817600,16,58,68.76,7.29
scottsbluff,5699404,US,41.866631,-103.667168,1607817600,95,78,30.29,5.1
trairi,3386177,BR,-3.2777800000000004,-39.26889,1607817600,30,70,80.46,11.74
kupang,2057087,ID,-10.16667,123.583328,1607817600,100,83,80.64,12.28
latung,1707108,PH,5.5,120.883331,1607817600,22,72,82.92,4.23
leshukonskoye,535839,RU,64.89894100000001,45.762199,1607817600,100,98,23.14,4.99
de-kastri,2126018,RU,51.46667100000001,140.783325,1607817600,99,89,5.13,10.96
sakaiminato,1853174,JP,35.549999,133.233337,1607817600,80,61,49.91,15.1
umba,479071,RU,66.687057,34.342918,1607817600,100,96,27.59,8.19
pacific grove,5380437,US,36.617741,-121.916618,1607817600,68,90,55.76,7.36
singapore,1880252,SG,1.28967,103.850067,1607817600,87,83,79.03,6.4
marsh harbour,3571913,BS,26.541241,-77.063599,1607817600,10,66,75.83,9.57
simao,1794209,CN,22.78863,100.974808,1607817600,76,95,51.91,1.52
kasongo-lunda,2315026,CD,-6.46667,16.816669,1607817600,99,92,69.17,0.89
zelenoborskiy,463838,RU,66.845001,32.362221000000005,1607817600,98,60,22.59,5.19
sistranda,3139597,NO,63.725552,8.834019999999997,1607817600,0,79,36.0,6.17
karatuzskoye,1504442,RU,53.60722,92.866669,1607817600,100,95,10.2,4.83
oistins,3373652,BB,13.06667,-59.533329,1607817600,23,78,80.55,13.09
dubbo,2168305,AU,-32.25,148.616669,1607817600,1,47,76.01,15.3
ogembo,182498,KE,-0.7984,34.725311,1607817600,57,86,59.05,3.71
la ronge,6050066,CA,55.10012800000001,-105.284218,1607817600,100,92,16.57,15.7
tilichiki,2120591,RU,60.466671,166.100006,1607817600,100,93,3.51,9.55
kijang,1640044,ID,0.9,104.633331,1607817600,100,80,80.92,9.86
mormugao,1263494,IN,15.4,73.800003,1607817600,20,77,76.3,5.14
bosaso,64013,SO,11.28421,49.18158,1607817600,89,58,73.15,3.65
goba,336350,ET,7.01667,39.98333,1607817600,11,67,49.8,0.92
vredefort,942683,ZA,-27.008051,27.364599,1607817600,100,86,61.18,5.66
guangyuan,1806466,CN,32.44202,105.822998,1607817600,100,72,41.99,7.7
xiongyue,2033630,CN,40.177368,122.122841,1607817600,99,81,17.56,23.53
mandalgovi,2030065,MN,45.762501,106.270828,1607817600,0,80,-10.46,12.17
saravena,3668257,CO,6.953760000000001,-71.875229,1607817600,86,66,79.92,1.79
plettenberg bay,964712,ZA,-34.052738,23.371599,1607817600,27,81,62.04,3.2
birao,240210,CF,10.28488,22.788179,1607817600,30,24,75.13,4.14
shirokiy,2016680,RU,49.757999,129.522995,1607817600,92,89,-9.67,9.42
college,5859699,US,64.856941,-147.80278,1607817600,40,78,-7.08,4.7
zhigalovo,2012532,RU,54.809719,105.157784,1607817600,99,86,-11.36,0.34
mehamn,778707,NO,71.035698,27.849171,1607817600,100,96,32.63,4.34
loukhi,533964,RU,66.076385,33.038055,1607817600,100,98,22.95,4.38
tygda,2014743,RU,53.116669,126.333328,1607817600,0,84,-18.67,6.11
kulhudhuffushi,1337613,MV,6.62207,73.06997700000002,1607817600,40,72,81.48,6.17
barroquinha,3406041,BR,-3.0188900000000003,-41.136108,1607817600,42,63,80.92,6.13
barzas,1510817,RU,55.716671,86.316673,1607817600,95,89,8.04,11.07
talaya,2120769,RU,61.38333100000001,152.75,1607817600,100,84,-21.01,4.18
high level,5975004,CA,58.51688000000001,-117.136047,1607817600,41,83,-5.67,4.12
baykit,1510689,RU,61.669998,96.370003,1607817600,75,81,-26.03,2.57
la macarena,3827693,CO,2.18367,-73.784851,1607817600,58,69,81.16,2.82
alyangula,2079582,AU,-13.84833,136.419174,1607817600,100,83,85.64,7.05
vanavara,2013727,RU,60.34,102.279716,1607817600,26,82,-35.57,4.21
ahipara,2194098,NZ,-35.166672,173.166672,1607817600,66,65,64.62,12.66
kohlu,1173464,PK,29.896151,69.251991,1607817600,0,56,44.33,3.49
baijiantan,1529626,CN,45.633331,85.183327,1607817600,75,93,10.35,2.1
moranbah,6533368,AU,-22.001631,148.046616,1607817600,100,54,79.16,14.36
gander,5959335,CA,48.96822,-54.59064100000001,1607817600,78,91,30.11,6.24
irbit,1505526,RU,57.670521,63.070999,1607817600,85,91,19.78,9.4
nuuk,3421319,GL,64.183472,-51.721569,1607817600,100,71,25.36,2.21
namibe,3347019,AO,-15.19611,12.15222,1607817600,0,76,67.03,3.6
kushima,1895695,JP,31.45833,131.233337,1607817600,25,63,52.7,4.72
sampit,1628884,ID,-2.53333,112.949997,1607817600,100,96,74.3,1.66
mitsamiouli,921786,KM,-11.38472,43.284439,1607817600,27,74,80.87,7.02
hoopstad,995573,ZA,-27.832741,25.908331,1607817600,91,74,66.43,9.69
chiang khong,1611197,TH,20.26125,100.40461,1607817600,11,97,59.07,1.32
tame,3667478,CO,6.461,-71.730042,1607817600,88,72,78.42,3.56
kyshtovka,1501000,RU,56.55498100000001,76.62712900000002,1607817600,90,95,6.49,6.91
bahir dar,342884,ET,11.59364,37.39077,1607817600,18,44,63.39,4.03
namatanai,2090021,PG,-3.66667,152.433334,1607817600,24,71,85.32,5.84
champerico,3598787,GT,14.3,-91.916672,1607817600,20,66,83.08,6.93
egvekinot,4031742,RU,66.316673,-179.166672,1607817600,90,90,4.78,25.66
khorramshahr,127319,IR,30.439699,48.166401,1607817600,27,67,57.18,6.82
patea,2206361,NZ,-39.758331,174.483337,1607817600,0,71,62.98,7.74
ucluelet,6171633,CA,48.932911,-125.552834,1607817600,64,73,43.54,11.61
sakakah,102527,SA,29.96974,40.206409,1607817600,0,40,55.42,6.35
port-cartier,6111696,CA,50.03339,-66.865448,1607817600,7,77,17.62,7.18
calbuco,3897334,CL,-41.768009,-73.127296,1607817600,58,75,54.23,8.12
dudinka,1507116,RU,69.40583000000001,86.17778,1607817600,100,88,-2.56,22.79
sibu,1735902,MY,2.3,111.816673,1607817600,69,96,76.37,2.51
onguday,1496130,RU,50.75,86.150002,1607817600,95,78,3.45,1.61
korla,1529376,CN,41.75972,86.14694200000002,1607817600,93,83,22.19,3.2
novaya igirma,2019004,RU,57.1334,103.911201,1607817600,33,84,-24.25,1.03
beloha,1067565,MG,-25.16667,45.049999,1607817600,0,73,72.28,12.77
tevaitoa,4033375,PF,-16.783331,-151.5,1607817600,100,73,80.73,10.38
pryazha,504409,RU,61.692581,33.621590000000005,1607817600,75,94,22.23,6.08
byron bay,2172880,AU,-28.65,153.616669,1607817600,95,79,68.07,21.68
surt,2210553,LY,30.33333,16.5,1607817600,6,65,59.94,13.42
makushino,1500036,RU,55.21028100000001,67.244171,1607817600,100,95,16.43,12.37
loa janan,1637510,ID,-0.58295,117.095032,1607817600,100,89,77.43,2.33
pontes e lacerda,3453060,BR,-15.22611,-59.33528100000001,1607817600,57,75,79.75,4.32
ambilobe,1082243,MG,-13.2,49.049999,1607817600,36,88,75.47,0.11
kuvandyk,538138,RU,51.4781,57.355202,1607817600,0,94,7.0,1.39
naifaru,1337616,MV,5.4443800000000016,73.365707,1607817600,94,71,81.19,3.78
watsa,204283,CD,3.03716,29.535509,1607817600,0,58,65.21,2.28
koumra,2429605,TD,8.912560000000003,17.553921,1607817600,1,19,77.72,1.61
mingguang,1800519,CN,32.78017,117.963783,1607817600,97,67,42.22,11.72
khandyga,2022773,RU,62.666672,135.600006,1607817600,85,76,-48.17,0.6
puerto quijarro,3444201,BO,-17.783331,-57.76667,1607817600,82,58,83.93,3.24
ulaangom,1515029,MN,49.98111,92.066673,1607817600,88,84,-10.79,2.86
honiara,2108502,SB,-9.43333,159.949997,1607817600,33,69,86.43,4.94
sozimskiy,489910,RU,59.741779,52.248211,1607817600,96,93,10.11,8.25
balagansk,2027198,RU,54.010281000000006,103.054443,1607817600,100,92,-1.77,1.12
lilongwe,927967,MW,-13.966920000000002,33.787251,1607817600,77,71,70.79,6.06
bria,239899,CF,6.5423300000000015,21.98633,1607817600,53,34,75.96,3.13
bassano,5894642,CA,50.783421,-112.468536,1607817600,46,84,19.44,11.03
fort-shevchenko,609906,KZ,44.508629,50.262959,1607817600,8,93,31.91,22.84
kemin,1528606,KG,42.78458,75.689171,1607817600,1,80,18.59,3.04
west milford,5106279,US,41.13121,-74.36737099999998,1607817600,100,98,47.82,4.27
ndola,901344,ZM,-12.95867,28.636589,1607817600,100,97,64.56,2.64
muisne,3653967,EC,0.6,-80.033333,1607817600,87,83,80.22,10.2
shar,1519275,KZ,49.588612,81.04528,1607817600,61,85,-3.69,9.93
rafai,236524,CF,4.95,23.91667,1607817600,39,56,73.49,2.13
luganville,2136150,VU,-15.53333,167.166672,1607817600,64,77,86.45,7.72
kavieng,2094342,PG,-2.57444,150.79669199999995,1607817600,9,69,85.12,5.57
toora-khem,1489401,RU,52.467499,96.110001,1607817600,100,87,-3.37,2.08
tarnalelesz,714951,HU,48.049999,20.183331,1607817600,25,89,34.59,3.83
kargasok,1504382,RU,59.055561,80.857224,1607817600,97,94,1.09,5.84
cap-aux-meules,5915327,CA,47.38208,-61.85968,1607817600,100,78,33.58,8.5
tupik,2014836,RU,54.425301,119.932701,1607817600,100,86,-13.45,4.25
sioux lookout,6148373,CA,50.100071,-91.916969,1607817600,27,84,11.89,3.2
uwajima,1926020,JP,33.223751,132.560013,1607817600,21,59,51.91,12.82
iskateley,866062,RU,67.68026,53.151169,1607817600,100,97,19.69,11.77
saraza,1687167,PH,8.735560000000001,117.779999,1607817600,44,77,82.45,4.7
edd,338345,ER,13.92972,41.692501,1607817600,0,67,75.79,9.26
makakilo city,5850554,US,21.346939000000006,-158.085831,1607817600,20,61,79.56,18.77
malkara,741771,TR,40.889999,26.90111,1607817600,96,94,50.09,6.53
ostrogozhsk,514198,RU,50.866402,39.075619,1607817600,100,95,26.65,15.55
kuching,1735634,MY,1.55,110.333328,1607817600,69,94,75.0,3.71
kassala,372753,SD,15.45099,36.399979,1607817600,62,73,66.4,7.96
khilok,2022463,RU,51.367401,110.467598,1607817600,99,87,-6.72,10.02
port jervis,5132016,US,41.375092,-74.692657,1607817600,95,93,48.54,4.45
marovoay,1059507,MG,-16.1,46.633331,1607817600,58,91,74.39,3.51
sonoita,3982837,MX,31.85,-112.833328,1607817600,54,36,65.07,9.86
markova,701802,UA,48.675758,24.41382,1607817600,99,98,31.62,3.27
barabinsk,1510916,RU,55.35709,78.356972,1607817600,95,94,5.29,8.43
lodwar,189280,KE,3.11911,35.597271,1607817600,45,45,80.64,7.23
amurzet,2027740,RU,47.696671,131.098053,1607817600,9,83,0.41,9.13
bang mun nak,1619400,TH,16.027809,100.379173,1607817600,32,77,72.86,4.65
qasigiannguit,3420768,GL,68.81926,-51.192211,1607817600,100,79,17.87,8.75
assiniboia,5887798,CA,49.633362,-105.98445900000002,1607817600,18,90,18.23,10.04
jaisalmer,1269507,IN,26.914684,70.918076,1607817600,0,46,54.95,6.35
qinzhou,1797551,CN,21.950001,108.616669,1607817600,97,89,69.24,3.98
warri,2319133,NG,5.51667,5.75,1607817600,69,92,76.59,3.58
yatou,1786855,CN,37.150002,122.383331,1607817600,54,84,35.51,23.11
yazman,1162316,PK,29.12122,71.744591,1607817600,0,61,56.26,6.33
hudiksvall,2704613,SE,61.72897,17.103579999999994,1607817600,100,97,38.19,4.38
vievis,593191,LT,54.76667,24.799999,1607817600,95,88,25.65,10.89
mocorito,3995652,MX,25.48333,-107.916672,1607817600,0,49,79.2,7.49
ystad,2662149,SE,55.429661,13.82041,1607817600,95,85,40.71,5.61
ziarat,1162094,PK,30.382299,67.728218,1607817600,0,81,28.08,5.32
bonnyville,5905616,CA,54.266842,-110.735046,1607817600,90,77,7.16,12.19
kyzyl,1500973,RU,51.700001,94.449997,1607817600,100,85,-7.26,0.31
tual,1623197,ID,-5.66667,132.75,1607817600,77,64,84.16,0.29
ugoofaaru,1337619,MV,5.66667,73.0,1607817600,80,71,81.14,3.44
oranjemund,3354071,,-28.549999,16.433331,1607817600,0,76,62.15,14.47
kundiawa,2093059,PG,-6.01667,144.966675,1607817600,100,79,66.56,1.05
okhotsk,2122605,RU,59.38333100000001,143.300003,1607817600,100,83,-1.62,21.0
waipawa,2206874,NZ,-41.41222,175.515274,1607817600,86,67,56.66,11.86
